Product Name,Sentiment,Customer Review,Category,Abstractive Summary
Gaming Headset 7.1 Surround,Positive,"desain lucu, baterai tahan lama || angin kencang, kualitas sesuai harga || angin kencang, baterai tahan lama, kualitas sesuai harga, desain lucu",Gaming,"Desain lucu, kualitas sesuai harga, angin kencang. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Juicer Mini Rechargeable,Positive,"fungsi berjalan dengan baik, baterai tahan lama, angin kencang, desain lucu || baterai tahan lama, angin kencang, fungsi berjalan dengan baik",Kitchen,"Desain lucu, angin kencang, baterai tahan lama. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
USB Rechargeable Fan,Negative,"tombol tidak responsif, mudah rusak, barang rusak saat datang || mudah rusak, tombol tidak responsif",Electronics,"Tombol tidak responsif, tidak direkomendasikan, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Tablet Stand Foldable,Positive,"bahan kokoh, ringan dibawa, warna sesuai foto || fungsi berjalan dengan baik, bahan kokoh, warna sesuai foto, ringan dibawa || warna sesuai foto, respon cepat",Phones and Tablets,"Bahan kokoh, ringan dibawa, respon cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Gaming Chair Recliner,Negative,"cepat panas, kabel tidak berfungsi, mudah rusak || warna tidak sesuai, baterai bocor, mudah rusak",Gaming,"Cepat panas, baterai bocor, kabel tidak berfungsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Fast Charging Cable Type-C 1m,Positive,"angin kencang, kualitas sesuai harga || kualitas sesuai harga, sangat direkomendasikan || angin kencang, kualitas sesuai harga, sangat direkomendasikan",Phones and Tablets,"Desain lucu, kualitas sesuai harga, angin kencang. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Webcam Full HD 1080p,Negative,"mudah rusak, cepat panas, baterai bocor, tidak menyala || mudah rusak, warna tidak sesuai, cepat panas, tidak menyala",Computers and Laptops,"Warna tidak sesuai, mudah rusak, baterai bocor. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
RGB Gaming Mousepad,Negative,"kualitas bahan buruk, tombol tidak responsif, baterai bocor || kualitas bahan buruk, tombol tidak responsif",Gaming,"Warna tidak sesuai, baterai bocor, barang rusak saat datang. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Smart Plug Wifi Control,Negative,"tidak sesuai deskripsi, baterai bocor || tidak sesuai deskripsi, kabel tidak berfungsi, baterai bocor, barang rusak saat datang || kabel tidak berfungsi, barang rusak saat datang, baterai bocor",Electronics,"Tidak sesuai deskripsi, barang rusak saat datang, baterai bocor. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Webcam Full HD 1080p,Negative,"cepat panas, tidak menyala, tidak direkomendasikan, barang rusak saat datang || barang rusak saat datang, tidak sesuai deskripsi, tidak direkomendasikan",Computers and Laptops,"Barang rusak saat datang, tidak menyala, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Wireless Ergonomic Mouse,Negative,"warna tidak sesuai, cepat panas, mudah rusak, tidak menyala || warna tidak sesuai, tidak menyala",Computers and Laptops,"Warna tidak sesuai, tidak menyala, cepat panas. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Smart Plug Wifi Control,Negative,"warna tidak sesuai, tidak direkomendasikan || baterai bocor, tidak direkomendasikan, warna tidak sesuai",Electronics,"Warna tidak sesuai, tidak direkomendasikan, baterai bocor. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
USB Rechargeable Fan,Negative,"tombol tidak responsif, mudah rusak, kualitas bahan buruk || mudah rusak, baterai bocor, kualitas bahan buruk, tidak menyala",Electronics,"Kualitas bahan buruk, tombol tidak responsif, tidak menyala. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Magnetic Wireless Charger,Positive,"kualitas sesuai harga, desain lucu, angin kencang || angin kencang, kualitas sesuai harga || baterai tahan lama, kualitas sesuai harga, desain lucu, angin kencang",Phones and Tablets,"Kualitas sesuai harga, baterai tahan lama, angin kencang. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Portable Laptop Stand,Positive,"pengiriman cepat, ringan dibawa || mudah digunakan, ringan dibawa, bahan kokoh",Computers and Laptops,"Mudah digunakan, bahan kokoh, pengiriman cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Tablet Stand Foldable,Positive,"kualitas sesuai harga, pengiriman cepat, bahan kokoh || bahan kokoh, ringan dibawa, desain lucu, pengiriman cepat || desain lucu, kualitas sesuai harga",Phones and Tablets,"Pengiriman cepat, bahan kokoh, kualitas sesuai harga. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Digital Thermometer Infrared,Negative,"kabel tidak berfungsi, kualitas bahan buruk, tidak sesuai deskripsi || barang rusak saat datang, kualitas bahan buruk || tidak sesuai deskripsi, kualitas bahan buruk, kabel tidak berfungsi, mudah rusak",Electronics,"Kabel tidak berfungsi, kualitas bahan buruk, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Smart Rice Cooker 3L,Positive,"kualitas sesuai harga, desain lucu || kualitas sesuai harga, desain lucu, mudah digunakan, angin kencang || angin kencang, desain lucu, mudah digunakan, respon cepat",Kitchen,"Desain lucu, kualitas sesuai harga, respon cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Gaming Headset 7.1 Surround,Negative,"tombol tidak responsif, tidak direkomendasikan, tidak menyala || tombol tidak responsif, tidak menyala, tidak direkomendasikan",Gaming,"Tidak direkomendasikan, cepat panas, tidak menyala. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Digital Thermometer Infrared,Negative,"cepat panas, tidak direkomendasikan, tidak sesuai deskripsi, lambat merespon || barang rusak saat datang, lambat merespon || barang rusak saat datang, lambat merespon, tidak direkomendasikan",Electronics,"Lambat merespon, tidak direkomendasikan, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Mechanical Switch Tester,Negative,"barang rusak saat datang, tombol tidak responsif || tidak direkomendasikan, cepat panas, barang rusak saat datang",Gaming,"Tombol tidak responsif, kualitas bahan buruk, tidak direkomendasikan. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Mini USB Desk Fan,Positive,"fungsi berjalan dengan baik, mudah digunakan || mudah digunakan, angin kencang, fungsi berjalan dengan baik",Electronics,"Bahan kokoh, mudah digunakan, fungsi berjalan dengan baik. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Smart Plug Wifi Control,Positive,"sangat direkomendasikan, ringan dibawa || ringan dibawa, pengiriman cepat, bahan kokoh, mudah digunakan || sangat direkomendasikan, pengiriman cepat, bahan kokoh, mudah digunakan",Electronics,"Ringan dibawa, mudah digunakan, pengiriman cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Gamepad Wireless Controller,Positive,"sangat direkomendasikan, baterai tahan lama, mudah digunakan, fungsi berjalan dengan baik || fungsi berjalan dengan baik, sangat direkomendasikan",Gaming,"Sangat direkomendasikan, mudah digunakan, fungsi berjalan dengan baik. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Laptop Cooling Pad RGB,Negative,"baterai bocor, tidak menyala, lambat merespon, tombol tidak responsif || baterai bocor, tombol tidak responsif, tidak menyala",Gaming,"Lambat merespon, baterai bocor, cepat panas. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Laptop Cooling Pad RGB,Positive,"bahan kokoh, respon cepat, pengiriman cepat, kualitas sesuai harga || bahan kokoh, pengiriman cepat, kualitas sesuai harga",Gaming,"Bahan kokoh, pengiriman cepat, respon cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
USB Hub 4 Port 3.0,Negative,"cepat panas, baterai bocor || tidak menyala, cepat panas, lambat merespon",Computers and Laptops,"Baterai bocor, tidak menyala, kualitas bahan buruk. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Smart Rice Cooker 3L,Negative,"baterai bocor, warna tidak sesuai, tombol tidak responsif || tombol tidak responsif, baterai bocor",Kitchen,"Barang rusak saat datang, tidak menyala, warna tidak sesuai. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
RGB Gaming Mousepad,Positive,"fungsi berjalan dengan baik, bahan kokoh, sangat direkomendasikan || sangat direkomendasikan, pengiriman cepat",Gaming,"Bahan kokoh, sangat direkomendasikan, pengiriman cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
RGB Gaming Mousepad,Positive,"desain lucu, bahan kokoh || desain lucu, bahan kokoh || desain lucu, ringan dibawa, fungsi berjalan dengan baik, bahan kokoh",Gaming,"Mudah digunakan, desain lucu, bahan kokoh. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Robot Vacuum Cleaner,Positive,"kualitas sesuai harga, pengiriman cepat, ringan dibawa, respon cepat || respon cepat, pengiriman cepat",Electronics,"Pengiriman cepat, kualitas sesuai harga, ringan dibawa. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Portable Coffee Grinder,Negative,"kualitas bahan buruk, tombol tidak responsif, barang rusak saat datang || tombol tidak responsif, baterai bocor, barang rusak saat datang, kualitas bahan buruk || tombol tidak responsif, tidak sesuai deskripsi, barang rusak saat datang, kualitas bahan buruk",Kitchen,"Tombol tidak responsif, kualitas bahan buruk, barang rusak saat datang. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Magnetic Wireless Charger,Negative,"mudah rusak, baterai bocor, tidak sesuai deskripsi || tidak sesuai deskripsi, tidak direkomendasikan",Phones and Tablets,"Barang rusak saat datang, tidak direkomendasikan, mudah rusak. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Power Bank 20000mAh,Negative,"kabel tidak berfungsi, barang rusak saat datang, kualitas bahan buruk || tidak sesuai deskripsi, mudah rusak, kabel tidak berfungsi, kualitas bahan buruk || mudah rusak, kualitas bahan buruk",Phones and Tablets,"Kualitas bahan buruk, mudah rusak, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Power Bank 20000mAh,Positive,"kualitas sesuai harga, mudah digunakan, angin kencang || mudah digunakan, respon cepat, kualitas sesuai harga, angin kencang",Phones and Tablets,"Kualitas sesuai harga, ringan dibawa, angin kencang. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Smart Plug Wifi Control,Negative,"mudah rusak, kabel tidak berfungsi, barang rusak saat datang, tidak sesuai deskripsi || tidak sesuai deskripsi, kabel tidak berfungsi || kabel tidak berfungsi, mudah rusak, tidak sesuai deskripsi",Electronics,"Tidak sesuai deskripsi, tidak direkomendasikan, mudah rusak. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Mechanical Switch Tester,Positive,"kualitas sesuai harga, baterai tahan lama, mudah digunakan || mudah digunakan, desain lucu, baterai tahan lama || baterai tahan lama, mudah digunakan, desain lucu",Gaming,"Kualitas sesuai harga, sangat direkomendasikan, mudah digunakan. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Gaming Chair Recliner,Negative,"warna tidak sesuai, lambat merespon || tidak direkomendasikan, lambat merespon, tidak menyala || tidak direkomendasikan, tidak menyala, kualitas bahan buruk",Gaming,"Tidak menyala, kualitas bahan buruk, lambat merespon. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Mini USB Desk Fan,Negative,"tidak sesuai deskripsi, mudah rusak, warna tidak sesuai, tombol tidak responsif || cepat panas, warna tidak sesuai, tidak sesuai deskripsi || cepat panas, mudah rusak, tombol tidak responsif",Electronics,"Cepat panas, tombol tidak responsif, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Electric Kettle 1.5L,Positive,"mudah digunakan, warna sesuai foto, baterai tahan lama || kualitas sesuai harga, warna sesuai foto, mudah digunakan, ringan dibawa",Kitchen,"Warna sesuai foto, mudah digunakan, kualitas sesuai harga. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Electric Rice Cooker 2L,Positive,"fungsi berjalan dengan baik, angin kencang, pengiriman cepat, respon cepat || ringan dibawa, fungsi berjalan dengan baik",Kitchen,"Pengiriman cepat, respon cepat, ringan dibawa. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Mechanical Keyboard RGB Backlit,Negative,"lambat merespon, kualitas bahan buruk, tombol tidak responsif, tidak direkomendasikan || lambat merespon, tombol tidak responsif",Computers and Laptops,"Lambat merespon, kualitas bahan buruk, tidak direkomendasikan. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Portable Coffee Grinder,Positive,"respon cepat, baterai tahan lama || baterai tahan lama, angin kencang || kualitas sesuai harga, angin kencang, respon cepat",Kitchen,"Respon cepat, bahan kokoh, kualitas sesuai harga. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Juicer Mini Rechargeable,Negative,"barang rusak saat datang, kabel tidak berfungsi, tombol tidak responsif || kabel tidak berfungsi, warna tidak sesuai",Kitchen,"Kabel tidak berfungsi, warna tidak sesuai, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Gaming Headset 7.1 Surround,Positive,"warna sesuai foto, bahan kokoh, mudah digunakan, sangat direkomendasikan || warna sesuai foto, mudah digunakan || mudah digunakan, sangat direkomendasikan, warna sesuai foto, baterai tahan lama",Gaming,"Mudah digunakan, sangat direkomendasikan, bahan kokoh. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Mechanical Switch Tester,Positive,"desain lucu, respon cepat, angin kencang, kualitas sesuai harga || sangat direkomendasikan, desain lucu, angin kencang, respon cepat || kualitas sesuai harga, desain lucu, angin kencang",Gaming,"Kualitas sesuai harga, desain lucu, respon cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
RGB Gaming Mousepad,Negative,"warna tidak sesuai, cepat panas, tombol tidak responsif, tidak direkomendasikan || tidak direkomendasikan, cepat panas, warna tidak sesuai, tombol tidak responsif",Gaming,"Mudah rusak, cepat panas, tombol tidak responsif. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Digital Thermometer Infrared,Positive,"mudah digunakan, pengiriman cepat, fungsi berjalan dengan baik || baterai tahan lama, kualitas sesuai harga || baterai tahan lama, mudah digunakan, fungsi berjalan dengan baik",Electronics,"Fungsi berjalan dengan baik, baterai tahan lama, kualitas sesuai harga. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Power Bank 20000mAh,Positive,"kualitas sesuai harga, desain lucu, ringan dibawa || ringan dibawa, kualitas sesuai harga",Phones and Tablets,"Desain lucu, respon cepat, kualitas sesuai harga. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Wireless Ergonomic Mouse,Positive,"bahan kokoh, pengiriman cepat, ringan dibawa, kualitas sesuai harga || mudah digunakan, kualitas sesuai harga, ringan dibawa",Computers and Laptops,"Kualitas sesuai harga, bahan kokoh, pengiriman cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Gamepad Wireless Controller,Negative,"warna tidak sesuai, cepat panas, tombol tidak responsif || warna tidak sesuai, kualitas bahan buruk, barang rusak saat datang, tombol tidak responsif",Gaming,"Cepat panas, tombol tidak responsif, warna tidak sesuai. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Wireless Mouse Rechargeable,Positive,"bahan kokoh, warna sesuai foto, respon cepat || respon cepat, pengiriman cepat, warna sesuai foto, fungsi berjalan dengan baik",Computers and Laptops,"Bahan kokoh, respon cepat, warna sesuai foto. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Laptop Cooling Pad RGB,Negative,"kabel tidak berfungsi, barang rusak saat datang, tidak direkomendasikan || barang rusak saat datang, tidak direkomendasikan, kualitas bahan buruk",Gaming,"Tidak direkomendasikan, barang rusak saat datang, kabel tidak berfungsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
USB Hub 4 Port 3.0,Positive,"sangat direkomendasikan, desain lucu, ringan dibawa, fungsi berjalan dengan baik || fungsi berjalan dengan baik, ringan dibawa, sangat direkomendasikan, desain lucu",Computers and Laptops,"Desain lucu, sangat direkomendasikan, fungsi berjalan dengan baik. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Mechanical Keyboard RGB Backlit,Positive,"respon cepat, ringan dibawa || sangat direkomendasikan, pengiriman cepat, ringan dibawa",Computers and Laptops,"Respon cepat, pengiriman cepat, sangat direkomendasikan. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
USB Hub 4 Port 3.0,Positive,"pengiriman cepat, baterai tahan lama, fungsi berjalan dengan baik, kualitas sesuai harga || sangat direkomendasikan, baterai tahan lama || baterai tahan lama, kualitas sesuai harga, pengiriman cepat, fungsi berjalan dengan baik",Computers and Laptops,"Pengiriman cepat, sangat direkomendasikan, fungsi berjalan dengan baik. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Wireless Ergonomic Mouse,Positive,"mudah digunakan, fungsi berjalan dengan baik, ringan dibawa || kualitas sesuai harga, baterai tahan lama",Computers and Laptops,"Ringan dibawa, kualitas sesuai harga, fungsi berjalan dengan baik. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
USB Hub 4 Port 3.0,Positive,"bahan kokoh, baterai tahan lama, ringan dibawa, warna sesuai foto || warna sesuai foto, baterai tahan lama",Computers and Laptops,"Pengiriman cepat, baterai tahan lama, warna sesuai foto. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Robot Vacuum Cleaner,Positive,"mudah digunakan, baterai tahan lama, warna sesuai foto, pengiriman cepat || baterai tahan lama, kualitas sesuai harga",Electronics,"Mudah digunakan, baterai tahan lama, warna sesuai foto. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Smart LED Bulb RGB,Negative,"kualitas bahan buruk, tidak sesuai deskripsi || warna tidak sesuai, tidak menyala",Electronics,"Tidak menyala, tidak sesuai deskripsi, barang rusak saat datang. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Robot Vacuum Cleaner,Negative,"lambat merespon, kabel tidak berfungsi, cepat panas, kualitas bahan buruk || kualitas bahan buruk, lambat merespon, cepat panas || cepat panas, baterai bocor, kualitas bahan buruk",Electronics,"Kualitas bahan buruk, baterai bocor, lambat merespon. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Wireless Ergonomic Mouse,Positive,"ringan dibawa, sangat direkomendasikan, pengiriman cepat, warna sesuai foto || warna sesuai foto, bahan kokoh, sangat direkomendasikan",Computers and Laptops,"Bahan kokoh, pengiriman cepat, sangat direkomendasikan. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Wireless Ergonomic Mouse,Positive,"mudah digunakan, respon cepat, sangat direkomendasikan, baterai tahan lama || baterai tahan lama, kualitas sesuai harga, sangat direkomendasikan, respon cepat || respon cepat, mudah digunakan, kualitas sesuai harga, baterai tahan lama",Computers and Laptops,"Sangat direkomendasikan, respon cepat, baterai tahan lama. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
USB Hub 4 Port 3.0,Negative,"tombol tidak responsif, baterai bocor, tidak sesuai deskripsi, cepat panas || kabel tidak berfungsi, cepat panas",Computers and Laptops,"Cepat panas, tidak sesuai deskripsi, tombol tidak responsif. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Mini USB Desk Fan,Negative,"cepat panas, warna tidak sesuai, kabel tidak berfungsi, tidak menyala || tombol tidak responsif, tidak menyala, cepat panas || kabel tidak berfungsi, tidak menyala",Electronics,"Warna tidak sesuai, tidak menyala, cepat panas. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Gaming Chair Recliner,Negative,"cepat panas, tidak direkomendasikan || tidak direkomendasikan, barang rusak saat datang, cepat panas, baterai bocor",Gaming,"Baterai bocor, barang rusak saat datang, cepat panas. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Smart LED Bulb RGB,Negative,"cepat panas, mudah rusak, warna tidak sesuai || cepat panas, tidak menyala, warna tidak sesuai, lambat merespon || mudah rusak, lambat merespon, cepat panas",Electronics,"Warna tidak sesuai, lambat merespon, mudah rusak. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Robot Vacuum Cleaner,Negative,"baterai bocor, tombol tidak responsif, warna tidak sesuai, cepat panas || tombol tidak responsif, baterai bocor",Electronics,"Baterai bocor, tombol tidak responsif, tidak direkomendasikan. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Fast Charging Cable Type-C 1m,Negative,"lambat merespon, barang rusak saat datang, kualitas bahan buruk || lambat merespon, tidak menyala, baterai bocor, kualitas bahan buruk || kualitas bahan buruk, tidak menyala",Phones and Tablets,"Kualitas bahan buruk, barang rusak saat datang, tidak menyala. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Gamepad Wireless Controller,Positive,"desain lucu, mudah digunakan || desain lucu, baterai tahan lama, mudah digunakan || angin kencang, baterai tahan lama, sangat direkomendasikan, mudah digunakan",Gaming,"Angin kencang, sangat direkomendasikan, baterai tahan lama. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
RGB Gaming Mousepad,Negative,"mudah rusak, tidak menyala || mudah rusak, warna tidak sesuai, barang rusak saat datang",Gaming,"Tidak menyala, barang rusak saat datang, kabel tidak berfungsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Portable Coffee Grinder,Positive,"kualitas sesuai harga, warna sesuai foto || warna sesuai foto, ringan dibawa",Kitchen,"Kualitas sesuai harga, desain lucu, warna sesuai foto. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Portable Laptop Stand,Negative,"tidak direkomendasikan, barang rusak saat datang, tidak menyala || tidak menyala, cepat panas",Computers and Laptops,"Tidak direkomendasikan, tidak menyala, cepat panas. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Mechanical Keyboard RGB Backlit,Positive,"warna sesuai foto, angin kencang || warna sesuai foto, pengiriman cepat",Computers and Laptops,"Warna sesuai foto, desain lucu, pengiriman cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Wireless Mouse Rechargeable,Negative,"baterai bocor, tidak direkomendasikan, cepat panas, tombol tidak responsif || tidak direkomendasikan, baterai bocor || tidak direkomendasikan, cepat panas",Computers and Laptops,"Cepat panas, kualitas bahan buruk, tombol tidak responsif. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Portable Coffee Grinder,Positive,"sangat direkomendasikan, mudah digunakan, pengiriman cepat, warna sesuai foto || mudah digunakan, warna sesuai foto, sangat direkomendasikan || angin kencang, sangat direkomendasikan, mudah digunakan",Kitchen,"Mudah digunakan, angin kencang, warna sesuai foto. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Tablet Stand Foldable,Negative,"tidak direkomendasikan, warna tidak sesuai, tidak sesuai deskripsi, kualitas bahan buruk || kualitas bahan buruk, barang rusak saat datang, warna tidak sesuai, tidak sesuai deskripsi",Phones and Tablets,"Tidak direkomendasikan, tidak sesuai deskripsi, kualitas bahan buruk. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Wireless Ergonomic Mouse,Negative,"kabel tidak berfungsi, mudah rusak || kabel tidak berfungsi, tidak sesuai deskripsi || tidak sesuai deskripsi, tidak menyala",Computers and Laptops,"Tidak sesuai deskripsi, mudah rusak, warna tidak sesuai. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Webcam Full HD 1080p,Negative,"barang rusak saat datang, baterai bocor, kabel tidak berfungsi, warna tidak sesuai || baterai bocor, warna tidak sesuai, barang rusak saat datang, kabel tidak berfungsi || warna tidak sesuai, tidak sesuai deskripsi",Computers and Laptops,"Warna tidak sesuai, baterai bocor, kabel tidak berfungsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Mini USB Desk Fan,Negative,"tidak sesuai deskripsi, lambat merespon, mudah rusak || mudah rusak, kabel tidak berfungsi || mudah rusak, warna tidak sesuai, lambat merespon",Electronics,"Kabel tidak berfungsi, lambat merespon, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Smart Rice Cooker 3L,Positive,"sangat direkomendasikan, desain lucu || fungsi berjalan dengan baik, desain lucu, sangat direkomendasikan, baterai tahan lama",Kitchen,"Fungsi berjalan dengan baik, desain lucu, respon cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
RGB Gaming Mousepad,Negative,"tidak sesuai deskripsi, kualitas bahan buruk, tidak menyala, tombol tidak responsif || tombol tidak responsif, kualitas bahan buruk || tidak sesuai deskripsi, tidak direkomendasikan, tidak menyala",Gaming,"Kualitas bahan buruk, tombol tidak responsif, tidak sesuai deskripsi. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
Power Bank 20000mAh,Negative,"tidak sesuai deskripsi, mudah rusak, cepat panas || cepat panas, barang rusak saat datang",Phones and Tablets,"Barang rusak saat datang, mudah rusak, cepat panas. Produk ini memiliki beberapa kekurangan yang perlu diperhatikan sebelum digunakan."
USB Hub 4 Port 3.0,Positive,"baterai tahan lama, kualitas sesuai harga, sangat direkomendasikan || bahan kokoh, ringan dibawa, sangat direkomendasikan || ringan dibawa, kualitas sesuai harga",Computers and Laptops,"Ringan dibawa, bahan kokoh, sangat direkomendasikan. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Smart LED Bulb RGB,Positive,"baterai tahan lama, respon cepat, ringan dibawa || baterai tahan lama, respon cepat",Electronics,"Ringan dibawa, respon cepat, pengiriman cepat. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Wireless Ergonomic Mouse,Positive,"bahan kokoh, respon cepat, pengiriman cepat, kualitas sesuai harga || angin kencang, respon cepat || respon cepat, pengiriman cepat",Computers and Laptops,"Angin kencang, kualitas sesuai harga, bahan kokoh. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
Mechanical Switch Tester,Positive,"baterai tahan lama, fungsi berjalan dengan baik, angin kencang, warna sesuai foto || warna sesuai foto, fungsi berjalan dengan baik || warna sesuai foto, fungsi berjalan dengan baik, angin kencang, mudah digunakan",Gaming,"Fungsi berjalan dengan baik, baterai tahan lama, warna sesuai foto. Produk ini sangat direkomendasikan karena memberikan pengalaman penggunaan yang memuaskan."
