text,sentiment
"Sudah naik, min.Terima kasih.",positive
produk bagus.Kemasan yang bagus sudah lama berakhir.Kondisi kaleng yang aman.Isi 900gr yang sesuai.Bagus bagus bagus bagus bagus.,positive
Warna ga pas,neutral
Oke Lah Little Leak TP GPP,negative
Umumnya jumlahnya tetapi penampilannya sangat reyot cx cx adalah harga yang sangat rendah harus menerima DC,positive
Kesalahan kabel uap tapi pakaian murah jadi oke,positive
"Bukan dia 4l tidak, saya menaruh 3l air",positive
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"Kualitas Produk Harga bagus Kecepatan pengiriman produk bagus Respons penjual yang baik terlalu besar, GPP DEH Makeovers",positive
Lubang yang sangat bagus dengannya tetapi juga bisa menyesuaikan!,positive
Oke Lah Little Leak TP GPP,negative
"Kali ini saya memesan yang lebih kecil, kurang dari waktu 1 bintang tetapi sedikit renyah.",neutral
Harga yang dapat diterima,positive
"Ga tidak ada hologram resmi, tetapi Gapapa sudah mencoba berolahraga dengan baik semoga tahan lama.Tp msukin sebentr hp baru untuk sudah panas.",positive
pelayanan puas barang oke sesuai deskripsi pengiriman juga cepat terima kasih asus,positive
Standar Kualitas Produk.Kecepatan pengiriman bagus.,positive
"Terlambat diterima, meningkatkan layanan Anda.Terima kasih????",positive
Ada 2 leher tinggi ganda,neutral
Harga produk keduanya produk berkualitas baik,positive
Mengirim biru.Hitam hal,neutral
"Barang telah diterima dengan baik .. Kualitas produk yang baik bagus ,, ,, harga kecepatan pengiriman produk dengan baik .. terima kasih ..",positive
"Oke naman po ung tas tas dengan kerusakan jika tidak, tolong penjual.Cantik tapi dia menyukai suamiku",positive
Kain yang sangat tipis ..... dan digunakan gk menutup heck k3cewa dada ??????????Sebener e.Tapi jadi itu lah ....... ?????????????????,neutral
Harga produknya bagus.Kecepatan pengiriman bagus.,positive
Harga produknya bagus.,positive
Dikemas dengan baik.Akan memesan lagi.,neutral
"Pakaian 2 hari baru, mungkin bisa bertahan hidup, tahan lama sehingga pembeli nyaman dengan produk ini.Saya membuat cek salin dan tempel file besar dll. Masih bisa aman.Terima kasih Penjual yang tahan lama dan sehat semoga melanjutkan hard drive dan itu",positive
Ko juga mendapat po .. terima kasih .. hnd na ko lebih sekarang .. pilihan sulit ecq ??,negative
Bahan agak tipis,neutral
Banyak pukulan (blister),neutral
Mantep barang bagus .. kualitasnya tidak mengecewakan .. Pokoke mantep Bangeet,positive
"Barang sesuai dengan pesanan, proses pengiriman harga yang cukup cepat dan produk asli",positive
kualitas produk bagus butuh waktu agak lama untuk ngecharge berhubung lampunya kecil jadi cahayanya ga semerata kalau pakai ringlight tapi cukup okay karena ringkes dan bisa di bawa kemana saja,positive
refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d,negative
sudah coba seminggu semuanya normal,neutral
"Produk bagus, hanya ada 1 masalah .. sarungnya tidak sesuai dengan lampiran di bagian belakang .. selain itu, itu bagus",positive
Ada waktu yang beralih untuk memperlambat pengisian daya.,neutral
Pretty Lah Menurut harga material yang melaratkan pengiriman cepat ??,positive
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
Kecepatan pengirimannya sangat buruk.Kualitas produk bagus,negative
Harga Produk Standar Kualitas Produk Standar,neutral
in syaa allah aman,neutral
Saya memesan biru tapi saya datang ke sini biru tua.,neutral
Kirim nilai produk instan untuk uang,positive
"Tidak ada noda bajunya, jd kecil kotor",negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Sebenarnya saya sangat senang sekli dan sejenisnya karena hal -hal yang bagus ... cocok untuk anak saya ... tapi baru saja dibuka di jamya tidak hidup ... saya mencoba tekan2 masih hidup ... jd menulis tidak menonton cm dapat membuat gaya2an menulis lagi,positive
Selesaikan itu langsung ke toko dengan distrik perbelanjaan.Pengiriman kendaraan yang dikunjungi.,positive
"Waktu pengiriman pesen 27th, diterima pada barang asli baru ke -2, harganya ok ok ok",positive
Pengiriman cepat.Barang yang cukup bagus.Sesuai dengan harga.Layanan oke.SIPP DEH,positive
"Waktu pengiriman di bawah ekspektasi.Pesan 8, 22 baru saja menerima barang.",neutral
Barang hingga 11 Nov 2019 TQ,neutral
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
1 minggu sampai dibpasng sumur baru,positive
mantap dan lacar jaya pengirimannya sudah include w11 home dan ohs 2021 sebaiknya ohs diaktifkan  paling akhir setelah smua proses instal selesai mengaktifkannya dg ak,positive
Uang itu namun sel selang semprot,neutral
Goods until the very rapi.pengiriman cepat.barang selamat.pengemasan okay with segitu.terimakasih price.,positive
Ada 2 leher tinggi ganda,neutral
"Oke, baiklah, tapi saat dimasukkan ke dalam lensa.Angka -angka tersebut memberi tahu tekanan yang berbeda ke bagian bawah.",negative
"nice, trimmed jaitannya advice tp lg",positive
pengiriman cepat kabel sesuai plus dikasih bonus pelindung kabel top lah,positive
tombol rt tidak berfungsi mau retur ongkir bolak balik setengah harga stick nya kecewa aja gk di test dulu sebelum pengiriman,negative
Baterai nggak ori malah dikirim bukan hitam penuh,neutral
Case mahal dan tidak mudah rusak dan kualitas rapuh sebanding dengan harga,positive
Oke Lah Little Leak TP GPP,negative
tidak jujur dan kelihatan kalau memaksakan barang terjual barang dikirim tidak sesuai pesanan dan akhirnya pembeli disuruh mengirim barang yg tidak ada solusi barang ada atau tidak dengan resiko barang yg di foto ditawarkan memang sebenarnya mungkin tidak ada,negative
Ukuranya bsar bgt kok ki ukuranya ya..standar mn ..,neutral
"Assalamu'Alaikum .. Maaf MBA ingin bertanya, siapa yang benar -benar PASSMINAH DTG INSTAN HUH?Ket.Juga ukuran yang berbeda di mana DTG.Tidak sama seperti itu aku pesen prev.Dalam Ket.Dtulis jumbo tapi kok kecil ya.Yg yg d Pink Seblumnya Pesan (sesuai dengan pernyataan), yang hitam-baru-DTG: Lebih untuk Pasminah (Ketik yang salah tempat)",positive
Obrolan ini dengan mengatakan itu tidak akan tunduk.Anda harus memberi tahu Shopee bahwa toko tidak mengirim pemberitahuan kepada yang lain.Untuk membuat masalah pengembalian dana lebih buruk.,negative
plastik sdh terbuka saat barang datang tidak tersegel dan minta nya warna biru dpt nya warna hitam,negative
mantap kayu aman dan kuat,positive
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
hampir mantab batre ny parah,negative
"Lengannya lebih panjang dari pertandingan pertama saya.Ini secara perineal membersihkan beberapa tekstur yang cukup bagus, lengan panjang yang nyaman, gulung menjadi satu.Jelas kain perineum yang cukup bagus nyaman.",positive
Pengiriman terlambat,neutral
kecilnya belokan,neutral
admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya,negative
"Tidak ada noda bajunya, jd kecil kotor",negative
Kualitas produknya tidak bagus,negative
Alhamdulillah smpai barang dalam kondisi baik .. kotak hncurr ja .. apa2 Saller terbaik peHntaran pound cepat.,positive
Penjual Pos Cepat JE ... tapi terjebak di J&T Long Short Week ... Hampeh Tul Service,negative
Standar Kualitas Produk.,neutral
Bgusssssss ................... ... .................,neutral
"Dia berpikir sampai seminggu lagi, sampai menjadi cepet benar -benar, dalam waktu kurang dari seminggu",neutral
Warna yang salah ..,negative
Kualitas produk sementara,neutral
Pesennya what what sent ??,neutral
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
sudah dichat bahwa salah alamat tapi tetap dikirim ke alamat yg salah sangat tidak recommend untuk beli disini tidak amanah pokoknya gak banget beli disiniii,negative
"Sesuai dengan harga barang, material sesuai dengan HRG.Brang sdh tibaaaaa",neutral
"Barang GK Deskripsi yang sesuai.Blngnya tahan air, tahu siapa yang mengirim BRG biasa.",neutral
cukup baik,positive
"HATI2 .. !!.. Beli produk ini tidak sesuai dengan gambar D POTO TOP ... Saya membeli DN TDS pH meter, yang D Kirim TDS All .. Pretty I Yg D Zolimi ..",positive
Secepat lebih baik.Secepat mungkin.CM Butuh Ditingknk. Bagian Aja.Ok Produk.Tidak kecewa.,positive
Saya memeriksa setiap botol & saya menemukan 1 botol tidak memiliki penutup semprotan.Saya berharap setelah ini Anda lebih baik memeriksa item sebelum dikirim,positive
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Kualitas produk bagus tetapi tidak seperti pola dalam gambar yang dipilih.Pilih pola yang mirip dengan itu.Anda harus memberi tahu pelanggan.,positive
Saya hanya mendapatkan pelindung lensa dan tetapi tidak termasuk cincin pelindung sebagai iklan,neutral
"Tidak ada noda bajunya, jd kecil kotor",negative
Ok nice kDkDKdjdjdjdjdjdjdjddddDjddfjfjfjfjfjfjfjfjfjfjfjfjfjfff,positive
"Barang oke, syg -nya tanpa handsfree",positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
tidak sesuai dengan kapasitas yg tertera di boxnyakecewa pokoknyakalo bisa gue balikin gue balikin dah,negative
"1. Barang bagus, tidak ada masalah 2. Pengiriman dilakukan dari Cina, jadi sudah sangat lama 3. Konfirmasi waktu pengiriman, menunggu pelanggan bertanya 4. Tanda terima mengirim orang bijak Cina, ketika barang tiba di Indonesia, tanda terima JNE Indonesia menunggu kontak pelanggan untuk kontak pelanggan",negative
Kecepatan pengiriman bagus.,positive
Saya sudah menggunakan Aida64 untuk memeriksa kapasitas baterai tetapi masih menunjukkan bahwa kapasitas baterai 1715mAh bukan 2200,neutral
Standar kualitas produk dengan harga standar juga kecepatan pengirimannya sangat lama karena ukuran di luar negeri yang sama agak tidak konsisten dengan permintaan tetapi respons penjual yang baik,positive
Kainnya cukup bagus ... motifnya ... tp Dear Pesen 7mte Who dtg g 'smpe 7m ...,positive
Waktu pengiriman.Untuk membawa baik -baik saja.Harga yang sesuai.thx,positive
Satu item adalah barang yang salah kahhhhhhhhhhhhhhhhhh nyaaaa,negative
"Produk Menurut yang ada di gambar, ada lebih sedikit popok Sempet DH untuk mengirim kembali ke Kekuranganya.Semua item datang sesuai dengan pesan itu.",neutral
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
Oke Lah Little Leak TP GPP,negative
"Kulitnya agak keras.Kebesaran ukuran MSH.GPP, bs spy yang sudah lama digunakan.",neutral
Jauh dari gaeess imajiner ... ??????,neutral
Bagus tapi tidak cukup cocok JD harus pertama -tama vermak lgsung d g dapat digunakan,negative
Tidak cocok bersama,negative
Diterima dalam kondisi baik tetapi memiliki warna berbeda dengan apa yang saya pesan ??,positive
"Pengiriman yang solid, cepat, bentuk baru dari toko konsultasi yang sama, layanan pelanggan yang baik.",positive
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
kualitas barang sesuai dengan harganya cukup bagus hanya dibagian saat memasang kepala untuk pegangan ponsel saja yg sedikit harus menekan kepalanya ke bagian murnya,positive
TDK Mudaah2han dengan cepat rusak,negative
Nilai wajar untuk harganya tetapi sedikit terlambat,positive
Ada 2 leher tinggi ganda,neutral
Penjual mengubah item dan mengirimkannya tanpa persetujuan saya.Tidak akan memesan lagi.,negative
Dapatkan apa yang Anda bayar,negative
Respons Standar .... Terima kasih Penjual Terbaik RRR Menurut Ukuran 2 Warna KNP Saya Meminta Semua Sn Blue ...,positive
Tidak hanya kaus kaki indah yang bagus.,positive
Terlambat di hari kedua untuk segera mengobrol dengan Anda.,neutral
Barang sesuai dengan harga.Pengiriman standar gratis,positive
Standar kualitas produk harga produk yang lebih baik,positive
Kualitas produk yang bagus.Harga produknya bagus.Kecepatan pengiriman bagus.Respons Penjual yang Baik.,positive
admin ganti2 trrus jd hrus menjelaskan masalahnya berulang2 gimmick or mouse dikirim terpisah dan lama dr produknya,negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Persyaratan pemberitahuan tetapi pengiriman bukan persyaratan utama.Produk yang tidak cocok untuk anak kecil anak -anak yang lebih tua harus bermain sedikit lebih banyak.Kualitas Produk, Harga",positive
Itu bagus tapi sayangnya pengiriman sedikit lebih lama dan terjangkau harga,negative
produk sesuai deskripsi semua fitur berfungsi baik ukurannya sesuai bahannya bagus wow diluar ekspetasi,positive
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Maju lebih cepat tetapi kurang jarang diminta untuk menambahkan dua bintang.Kami memesan 2 tetapi fakta bahwa 3 hingga 4 hari hingga 5 hari.Layanan transportasi yang sangat baik,positive
sesuai respon cepat pengiriman instan nya jugaa cepat banget pakcingan sangat aman admin nya juga fast respon untuk pengaktifan windows dan ms office mantap,positive
"Kualitas produk yang bagus, penjual yang sangat akomodatif, dikirim tepat waktu.Terima kasih Shopee.Akan memesan lagi untuk kebutuhan saya yang lain.",positive
Pakaiannya bagus.Tapi warna Coksu -nya lebih dekat dengan warna Milo,positive
"Kualitas yang buruk, tidak mungkin bahwa setiap pakaian yang terbuat dari karung kain yang sangat kasar dengan uang begitu buruk, meskipun butuh seratus baht dan meninggalkan toko mengatakan mereka tidak menggunakan kualitas untuk harganya.Jangan lakukan untuk uang ini karena harga pemotongan joki 12.12 akan berkualitas buruk, untuk menguranginya, tetapi itu adalah untuk mengeksploitasi pelanggan.",negative
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Produk aslinya.Kecepatan pengiriman bagus.Respons Penjual yang Baik.,positive
Standar Kualitas Produk,neutral
Kualitas produk harga bagus produk bagus harga produk bagus,positive
"Uk pas sm tp hpnya temptnya Kebesan impression there, sn d look less like",positive
"Ada yang berkarat lainnya, oke",positive
Jalan Endak Jam ??,neutral
Oke Lah Little Leak TP GPP,negative
"Whereas disappoint passable Already In Batalin, So Buy Dobel Deh Incidentally hefty price Far From Oncom Jaya Toko Jl Sumanta",negative
 Damaged / Defective item,negative
"Puas ,, kualitas produk yang baik.Produk aslinya.Produk aslinya.",positive
Kualitas produk yang bagus,positive
Tidak ada perubahan dalam kualitas sinyal.Barang tidak bisa menggunakannya.,negative
Machineshhhh Shay Nermanfattt Swing?,neutral
"Barang telah diterima, 4 pertama ya kemudian ditambahkan jika Anda berhasil hehe",neutral
Kainnya tebal dan bagus.terima kasih.,positive
Terima kasih telah datang Pengemas Pengemasan Cepat Pengemas sesuai dengan harganya,positive
"Saya akan menggunakan ertos yang sesuai.Selain itu, seri jerawat itu, penggunaan rutin jerawat menghilang.Pesen di sini melalui gosend, pesan makan siang ,, eh .. sudah sore sampai ... top bgt deh.",neutral
Produk sedikit layu,neutral
"Kemas dengan baik, tetapi pengiriman sedikit lambat bagi saya.Dari 2-8 ??dianggap baik, tapi tidak bagus.",negative
"Tidak dapat menerima warna yang saya pesan ... saya] penjual bertanya kepada saya apakah boleh memiliki abu -abu, bukan biru .. hanya untuk mengetahui bahwa mereka sudah mengirimkan barang tersebut.Itemnya cukup bagus.",positive
Kualitas produk yang buruk,negative
???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,neutral
"Kecewaaaaaaaaaaaaaaaaaaa, barang yang lebih sedikit bahkan marah² dan tidak diganti, pikir saya berbohong ketika saya kuantitas untuk membeli ribuan barang di sini ..",negative
"Dapatkan produk untuk memenuhi pesanan itu.Menghabiskan sekitar 1 minggu (sudah).Namun paket produk yang tepat, karyawan yang mengirim layanan ini tidak cukup baik melempar barang ke rumah orang -orang di rumah.(Bukan aku).** Harap kurangi 1 poin di sini.Produk berkualitas dengan harga yang wajar ??.",negative
Ada 2 leher tinggi ganda,neutral
Barang tidak dapat mengisi daya dengan benar.Daya baterai tidak meningkat.,negative
Barang Baik Good Cuman Kurang Jahitan.,positive
Masih bagus di luar tetapi di dalam no 38 no 37,negative
Ukuran yang salah dikirim.Ukurannya cukup membingungkan.Tapi tetap terima kasih!,positive
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"Bagus, murah, ori, pengiriman cepat dan aman akan menyukai 5 ke kotak baut kasih sayangnya kurang satu jd love 4. Terima kasih.",positive
Kelengx penyok semua,neutral
Waktu bocor sampai Kat saya .... coklat semua tumpah ...,neutral
Harga standar produk kualitas pengiriman standarrrrrrrrrrrrrrrrrrrr,neutral
Kecepatan pengiriman yang layak.Hanya saja pensil ini mendapat bau plastik yang kuat.,positive
Pengiriman tas tangan pengiriman gratis tidak berlaku,positive
Penjual berkualitas baik yang menampung barang yang dikemas dengan baik dikirim dengan cepat,positive
K dikemas dengan hati -hati.Jam rusak,negative
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"6-7 hari pengiriman super baru dewa-dewa lama sampai, mgkn lebih ramai begitu lama.Untuk barang untuk memesan semua warna.",positive
Cukup tapi pengiriman lambat.Deviasi ukuran lag paling menyedihkan vs dijelaskan banyak.Semuanya lebih kecil.,negative
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
Ternyata tas besar,neutral
Uang kain pertanian tidak sama dengan,neutral
Nilai wajar kualitas yang buruk,positive
Warna tidak cocok gambaar ?????????????,neutral
Standar Kualitas Produk,neutral
Api aappp bette bettooooooooooooooooooooooooooooooooooooooooooooooooooo,positive
"Roknya akan baik -baik saja tapi warnanya perak pesan terkasih, bukan hitam.Silakan periksa pertama kali Sbelum Kirim.",positive
Acak2an harus mengocok lagi menjahit lagi.,neutral
barang jadi aman,positive
tipis.Bahan Daerah ini MH .. Standar Kualitas Produk,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Saya tidak punya nattatry.Saya mengubah umpan balik saya saat OK dan saya telah menggunakannya.Terima kasih kepada penjual, gambar sebelum dia Nagsend kirim.Agak lebih sulit untuk dianalisis",positive
L ukurannya agak kecil tapi untungnya agak elastis,neutral
mantap sekali  sesuai expectasi  terima kasih,positive
Kualitas barang dagangan umum pengiriman cepat,neutral
Kaka bagus tapi agak tipis terlalu besar yaaa ternaytaa tapi baguss,positive
dlm ordernya sdh sy tambah bubble wrap  rp 10000 tp dikirimnya tanpa bubble lagian ordernya pagi2 n minta spy dikirimnya lbh cepat instant ternyata tibanya jam 16an,negative
"Tidak ada noda bajunya, jd kecil kotor",negative
Bahannya agak tipis.,neutral
Kcewa yang dimaksud memecahkannya ... berkemas di level yang tepat lagi ...,negative
"Gelang ini bagus, penuh, samparunya cepet, hanya sedikit bau besi jadi",positive
"Sama2 Hamlet Ferns, alamat Surabaya SAMA2, tidak dapat menggunakan Gosend / Grab.Pesen ke -25 Nyampe 30th, 5hari !!.Meskipun gunakan ambil setengah jam hanya ke Nyampe.Karena saya sangat bersalah motif yang salah tempat pesanan itu, yang sudah diberikan tablet mencatat motif bunga ungu, yang motif bebek dateng.??",neutral
refund dana uangnya belum di kirim ke saldo dana tokopedia saya padahal dari pihak asuransi nya maks tgl 14 april di refund dana nya ini sudah tgl 15 april kenapa belum d,negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Kualitas Produk Nilai Baik Pengiriman Cepat, Bagus.",positive
Produkk mengirim sekitar 8 toko Buah.,negative
"Kualitas bagus, akan mencobanya nanti ?????????????????????????????????????????????",positive
Oke Lah Little Leak TP GPP,negative
in syaa allah aman,neutral
"Kecil tapi lucu.Mudah -mudahan, ini kokoh.",positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
Ternyata mukenanya kecil,neutral
Agak kecewa seh seharusnya dapet lipstik bebas tetapi bukan dapet ... huhu,positive
Jangan meredamnya.Sedikit risiko saya akan rusak.??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,negative
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
"Barang yang diterima tidak sama dengan pada gambar.HYA termasuk dalam set sendok dan sendok ini, tidak ada periuk2 dan pnggan2 ..",negative
Kualitas Produk Harga bagus Kecepatan pengiriman produk bagus dengan baik,positive
saya kasih bintang 2 dulu soalnya analog atau yang bulet kanannya itu longgar dan agak ke atas,negative
Transportasi yang mengerikan itu membongkar datang ke pelanggan meninggalkan pemilik toko untuk menangani sedikit lelah.Buka pupuk pemandangan orang lain Biarkan saya menjadi bintang untuk transportasi,negative
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
"Standar Kualitas Produk.Harga sesuai dengan produk, cukup lakukan Barang2.",neutral
Kualitas produk yang bagus.Produk aslinya.Harga produknya bagus.Kecepatan pengiriman bagus.Respons Penjual yang Baik.,positive
"Pengiriman lebih cepat dari kainnya tidak murah, tetapi sedikit tergelincir renda lurus.Tangkap yang pertama terasa agak kaku.Saya mengambilnya untuk melunakkannya.Belum mencoba 5555 yang sama.",positive
Pesan JBL JBL sebagai gantinya mencakup tetapi merek kontennya vivo,neutral
Maaf warna yang berbeda.Bata api berwarna oranye,negative
barangnya original  suaranya jernih,positive
"Dibeli kemeja lengan panjang tertulis +rok pinggang tinggi, dikirim hanya menerima rok ???",neutral
Harga produk standar,neutral
"Kualitas produknya tidak bagus, tidak seperti itu di Foto yang kecewa",negative
"Dengan demikian, beristirahat lebih sedikit untuk memesan orang.",neutral
"Barang Menurut Harga, Kecepatan Pengiriman Baik,",positive
barang sudah sampai di rumah tidak ada kerusakan sama sekali saat pengiriman dan setelah dicoba sangat memuaskan terima kasih,positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
Oke Lah Little Leak TP GPP,negative
"Dear Winder Dead, digantikan Batrei masih mati .............",negative
Ada 2 leher tinggi ganda,neutral
Oke Lah Little Leak TP GPP,negative
Kemasan sangat lama.Kecepatan pengiriman bagus.Kualitas produk yang bagus.,positive
Rapuh renyah,neutral
Tidak buruk untuk harga yang jauh dimotor pesanan berikutnya DEH ....,positive
brng aman paking rapi aksesoris komplit os berketja bagus semoga awet,positive
Tapi hal -hal baik !!J&T logistik?Terlihat seperti itu di sini.,positive
"Cermin yang rusak, berguling sedikit longgar.Menantikan toko berikutnya harus membungkus untuk menghindari Breakage Ball Class 3.4 untuk Mirror SP.Pelanggan lalu Bentuk tetapi kecewa untuk pembelian pertama kali di Shopee SP rusak sebagai v",negative
Dikirim di alamat yang salah .. jadi saya perlu mengambilnya sendiri di alamat yang salah itu!,negative
Kecewa .. tidak sesuai kata -kata ..,negative
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Standar Kualitas Produk,neutral
Kualitas produk sangat baik kecepatan nilai yang sangat baik ?? pengirimannya sangat bagus.Layanan yang buruk dari operator.,positive
Dia mengatakan Bali tidak tahu rayon kapas.Kecepatan pengiriman bagus.Respons Penjual yang Baik.,positive
adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian,negative
"Barang asli, packing amaan..tapi proses pengirimannya cukup lama",positive
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
"Badan tekan benar -benar, tapi deskripsi yang bagus",positive
Just Lovely Bag Zipper Head diganti dengan cepat dengan lebih banyak tanggung jawab daripada banyak orang yang menghargai balasan akan mensubsidi baru di sini.,positive
Warnanya terlalu terang berbeda seperti yang ditarik tetapi papa dah laah lumayan,neutral
Tinggi ..... tp kuecil pkek sangat ??????????Pembelian pasti banyak ni ... biarkan aku melihat syantiiiiik ...,neutral
repacknya parah kardusnya nglups bagian atas kaya kena air trs dgosok,negative
"Pengiriman cepat, mengepak sekali pakai plastik hitam dan hanya produk yang dilapisi kertas kertas (jangan gunakan bungkus gelembung), deskripsi produk yang sesuai dan lengkap nomor produk khusus, kemasan produk tidak dinonaktifkan, ini masih merupakan tanggal kedaluwarsa yang panjang ??Terima kasih Chatterfoods ??",positive
Produk bagus tetapi pemberian layanan yang buruk.Staf rumah bersikap kasar kepada pelanggan.,negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
Dikemas dengan hati -hati.PENGGUNAAN SUSTINANABLE PANJANG PANJANG PANJANG PANJANG Rinci,positive
"Kualitas luar biasa, warna tidak cocok dengan pesanan konfirmasi dan tidak ada lagi DLU",negative
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
"Meskipun XL dan kembali untuk M.Nhug Ship Money tidak senang mengirimkan pendekatan yang salah dan menangkap pengunjung, pelanggan harus menagih kapal Anda.",negative
"Kecepatan pengiriman bagus, tapi belum teruji ...",positive
"Bagus, pengiriman CM panjang, ??",positive
"Kualitas juga bisa, pengemasan juga sangat bagus, saya merasa sangat praktis, nilai CP yang luar biasa dan kecepatan pengiriman, menghitung puas ~ ~",positive
Bahkan upaya Magpack Penjual barang -barangnya.D Bahkan yang ditempatkan di pakaian plastik.Layanan Anda layak mendapat peringkat yang saya berikan.Pero yung juga ukuran kecil ..,neutral
barang tiba dengan baik packing sangat aman karena packing kayu meskipun terkendala dipengiriman lama karena pilih regular tapi tetep lama rasa kargo semoga manfaat,neutral
Mantap lah ??????,neutral
Awaited product berikutnya.harga n packking steady,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Mantap ya, terima kasih tapi sayangnya ukuran 40. sangat ngepres",negative
Barang -barang sesuai dengan gambar Pengiriman terlalu cepat.Besok 2 Pesan lagi,neutral
"Kualitas Produk Nilai Baik Pengiriman Cepat, Bagus.Layanan yang disediakan oleh toko -toko yang bagus.",positive
Kualitas Produk Harga bagus Kecepatan pengiriman produk bagus Respons penjual yang baik ??????,positive
Kcewa yang dimaksud memecahkannya ... berkemas di level yang tepat lagi ...,negative
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"sangat lucu !!!Saya suka susu pisang jadi ini adalah tambahan lucu untuk koleksi anting -anting saya hehe bahkan bagian anting -anting tongkat datang bengkok, Anda dapat menekuknya ke belakang atau suka menekuknya dengan benar!itu masih bisa menyodok melalui telinga saya sehingga harus menjadi finee: D dikemas dengan baik saat tiba",positive
Ukuran yang salah sepatu lainnya,negative
Received standar.Barang delivery speed much baret2nya.,neutral
terima kasih paket nya om kmren sampai baru hr ini di komfirmasi,positive
Standar adalah harga yang tepat .. jahitannya kurang rapi,neutral
Barang untuk memesan dan mencocokkan harga .. bahan tipis ... ....,neutral
Ada 2 leher tinggi ganda,neutral
Konvergensi toko yang sama yang menjual double mahal.Tidak layak dibeli.,negative
Laser Dolphin yo payet sangat indah tetapi juga sangat teliti ????Benar -benar jatuh cinta dengan sedikit mikro q shells kertas tekstur juga cinta ???,positive
Bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus bagus,positive
"Kualitas produknya bagus, tetapi terkadang sedikit embusan.Nilai bagus pengiriman cepat, bagus ???????????????????????????????????????????????????????????",positive
Pelanggan Oki Dibandingkan dengan Hal yang Rembel ..... Paket Bra Kemeja Yang Memutar Paket Lengan Untuk Menyelesaikan Dada Mengisap Salah,negative
P dicbak pertandingan dan sma hold on smga you,neutral
